Attendance,Test_Score,LMS_Time_Hours,Assignments_Submitted,Forum_Interactions,Study_Hours_Per_Week,Previous_GPA,Final_Result
71,44,20.90132690449928,4,7,5.696459962801585,2.9809482521275203,Average
61,91,53.24308150453198,6,12,16.206992074004724,2.839888581353618,Poor
45,72,62.435,2,1,16.21901781253016,2.9826099989378125,Poor
57,42,15.025471029341071,1,6,0.955,1.917621016804078,Good
94,59,61.82277506778191,9,20,11.109493147511689,2.1888810325480277,Average
86,93,26.115530572650517,5,23,16.0845644704758,3.7764737875134378,Excellent
96,94,42.18827266047623,1,7,13.64150063880287,2.32103136678032,Good
67,36,30.25916299030174,7,18,22.033050169782943,2.9028528485559666,Average
77,71,46.10917027404527,6,8,15.077837065956569,1.3755,Good
100,81,49.878613336048915,8,13,11.606411672569838,3.8309138765318944,Poor
93,82,51.44471621700494,3,10,9.75607129673046,1.3755,Average
75,89,46.118159511288255,1,18,20.93355236642857,1.3755,Good
89,73,34.92995985338267,9,13,11.200557024607342,1.6224814167213684,Average
99,70,37.81783224203312,2,22,15.50197102248437,1.7604911855962306,Average
55,98,2.543109084229897,7,22,11.71212771323295,2.522711563124136,Poor
66,69,57.52580051095423,1,11,9.346113775341143,2.87086206355734,Average
92,82,46.81159603272651,3,0,7.017442438022391,3.4054912195644045,Average
64,94,41.93235048757682,4,11,0.955,2.235808480828513,Good
92,53,30.928949895199896,5,0,21.13378202760882,2.067562114848365,Poor
94,81,16.6222798748804,7,4,7.827266304007065,3.381537391448454,Good
51,36,28.574201709460485,5,0,13.5999921239173,3.0459941909864763,Good
59,93,16.155052282774598,8,3,16.439064523409247,3.0244199946751307,Average
74,81,62.435,1,21,0.955,3.728560551840554,Excellent
43,100,43.8246879815805,8,6,11.74238553727862,1.7691649480517873,Excellent
68,76,56.2584835628061,6,12,15.396070165490316,2.849648952797054,Poor
57,94,56.76129928167497,4,12,12.08755506910419,3.4669385372504684,Good
42,90,43.194216804376694,4,22,8.368572318228795,2.4732358414700957,Average
61,90,1.3153842837387664,4,20,25.351874581031293,2.199408236985913,Good
69,46,21.558324629065552,5,10,16.045192000988383,1.5771901740850418,Good
60,83,13.706412446936865,10,0,26.145,2.752678420819006,Good
67,75,-0.234598943206409,6,16,17.503226746498935,3.637427781429462,Average
87,79,40.06279389765123,5,21,24.227487314653185,3.810797595096642,Excellent
100,90,2.265,2,10,4.622880185689224,1.3755,Good
76,61,32.90992230793007,11,11,5.2723490251312,2.142734415078829,Poor
88,78,13.950077297916623,4,21,16.024026828494513,2.6241962806715997,Good
90,78,33.14198994673762,9,10,19.527774627650174,2.1898868426308775,Average
68,36,62.435,5,13,18.67813922021336,2.3119968269229427,Excellent
54,85,15.041820972733978,9,0,12.723126918132737,1.4206229947905504,Good
69,59,44.04628594742298,6,11,23.973003109577984,3.6984685664019983,Average
100,67,2.265,1,20,11.931168899130077,2.980160784898164,Good
52,63,24.03060854561687,2,2,0.955,1.3755,Average
92,80,49.6,5,7,15.1,3.01,Good
72,67,19.065783174659575,3,17,8.338076297081,1.3647088212500254,Average
60,74,21.67493250760257,4,7,6.6822257306971835,2.1541399285335228,Good
98,61,40.51449775792696,8,10,21.34476664860224,3.065199680167954,Excellent
100,100,53.73780501582389,6,11,4.6714415657990145,1.9926051059265977,Good
45,82,25.08875207711896,1,11,15.240490465551693,1.4782159119193985,Good
89,67,2.265,2,0,9.6454622413538,1.3755,Average
80,70,52.48301726150863,5,11,13.3980572779435,4.0,Good
90,89,29.53324669866413,8,18,23.33450606199969,3.3893475523315706,Average
81,69,20.267664530780483,6,12,27.6564,2.197656784548943,Average
88,36,24.856985605400105,1,6,21.39468643387321,2.5763414980503976,Average
62,42,45.04419016732523,6,21,17.03531042619699,2.6576881085044284,Average
60,66,37.65775410688903,2,0,8.759266230486489,2.205095692881797,Good
56,73,43.33011970131051,0,20,7.600267857396244,1.6839993751988516,Good
84,44,38.37245305572219,7,6,2.192737391368404,1.3755,Average
82,58,22.019966733218844,5,13,25.65807476219889,1.9901716127321063,Average
95,71,51.10397570256429,8,21,12.900896244633186,3.6601696042154983,Excellent
53,34,23.201930782850894,5,19,10.849457834603331,2.4056281136561037,Average
89,43,32.05530863483717,5,8,2.5209241939656923,3.0221914999021395,Good
91,93,45.40255157897138,5,18,24.378725166186264,4.0,Good
94,67,38.09607701098618,8,12,12.619267267201216,3.3801089022194115,Average
83,86,52.792711868069055,7,8,5.000223104984217,3.7517344170071905,Good
76,65,45.5,10,20,5.0,2.6,Excellent
90,75,48.935410094723686,4,16,24.32301566164527,3.331243955338849,Average
98,62,41.96360141595468,5,9,11.20905569651369,2.946405616548058,Excellent
79,66,48.01992875528556,5,11,20.69860300168959,4.0,Good
59,48,54.33647580105638,5,4,20.038317669117625,1.3208877707514728,Good
68,39,22.72406897649143,2,16,17.788236378464354,1.851616307470438,Average
95,84,12.804624614976008,3,14,11.994654914292216,1.9810852733039304,Good
42,72,37.09097046605328,4,4,22.955060760277828,2.8476739544445695,Good
75,54,30.549469395662577,5,15,1.968163166664659,2.749292254769175,Average
80,61,13.93053773978256,5,14,21.60232933584953,3.895430963083893,Average
100,81,20.39470198755816,6,16,22.369208248530217,2.455026763524856,Good
61,63,58.33097021463422,3,20,19.71795360591776,3.6698585941948343,Good
89,89,11.607281523922415,5,10,8.53877468970433,3.17357410836873,Average
65,55,47.02652208821038,1,9,15.666146749726616,2.6335299749905983,Average
70,67,37.25040465240846,4,12,18.95704428511344,1.6789314599673129,Average
71,77,33.193661177277725,7,5,13.172637627766491,2.262437396618103,Good
48,82,29.55785218421147,6,18,9.947264009255113,2.274747288396165,Good
78,100,65.31592048666309,9,11,8.048647556944282,2.1609575078273275,Average
100,41,25.17039379574624,3,13,22.639138893744743,3.562377893675846,Average
63,38,65.68189154475135,6,6,11.694570054225174,3.081232912835757,Excellent
100,69,13.627879464657967,6,21,15.810593024008751,2.713691620021186,Good
54,96,61.68177137480078,7,18,13.29053102849625,3.034116357141976,Excellent
90,86,47.73710529149536,3,0,6.4964150279951145,3.8771696393648334,Average
74,59,15.384397692062224,5,16,16.165492016842574,3.8661616083547377,Good
87,100,31.501229831691788,1,0,22.27150716416291,4.0,Poor
79,32,19.64705407840084,5,15,27.6564,2.7098533763570987,Excellent
45,89,23.763739804434792,6,14,17.41720815997921,2.909835398335802,Good
69,58,46.02933604515976,7,22,7.0346351773791485,4.0,Average
89,57,33.24616997956501,3,17,10.903480731971223,3.3507049832705387,Good
82,44,52.595068265330546,8,20,-0.5564000000000001,3.277841170732551,Excellent
52,52,27.002254561960257,3,14,5.005578004662242,2.469907498112436,Good
92,97,49.06236577383043,3,0,5.398846071023748,2.459585252997384,Average
53,57,19.760494371507853,7,12,-0.5564000000000001,2.620229611948593,Good
95,69,57.67632935386977,5,0,16.954368847914527,1.5624146846572933,Excellent
62,81,36.11191197097666,4,12,19.01897897536084,1.9176377997588463,Good
42,59,28.548009099275347,3,6,10.090018528518648,1.9953646435471524,Average
87,32,40.60683544684706,6,19,21.156443439363123,2.7288505870238127,Average
88,54,31.550396134765315,2,7,0.8799066029371363,2.296278729905759,Good
51,79,13.243604866108123,6,16,11.559373952288372,3.443926321635005,Average
36,97,41.69260620523383,8,12,21.199793459999157,1.9846961727972736,Good
69,57,42.84528012115709,4,0,11.267701316260409,3.3337649720637312,Good
70,35,21.184402634619744,5,6,11.389082259838188,2.7648242482159375,Poor
94,96,1.0363833001438447,4,15,1.4574200813714793,2.247315492152027,Average
70,66,28.667420171256797,6,6,23.864435355703566,2.0191009786154317,Average
92,100,2.258073760617182,5,16,1.2618087342182358,2.3419998319126596,Average
72,49,33.46038460042061,4,19,10.884970785636272,3.593283901422853,Excellent
92,65,43.59987543210003,7,7,5.067363428358599,3.907143393809207,Good
69,86,66.04520000000001,3,2,-0.5564000000000001,1.5520985103075688,Excellent
66,74,36.02691968265253,4,0,-0.5564000000000001,2.56739306572553,Average
72,90,23.26545423739172,4,18,22.65706840976028,2.024389110055317,Excellent
72,66,39.99937797213572,5,14,11.800808359096727,1.3755,Average
90,67,59.85224743318766,5,7,12.368036802049463,3.683623263089439,Average
57,33,49.52487402630888,1,17,4.663009266643771,3.4011199850393576,Good
79,100,33.80114998727047,5,22,17.967130964535443,1.21803,Good
72,71,27.99617322584833,9,18,27.6490978180345,3.5328136369915812,Average
81,68,45.35250815299943,8,20,25.598959283217393,4.0,Excellent
66,36,19.68754730810924,8,1,19.69167264120086,2.4974441098011173,Good
96,47,41.74123136769362,4,14,15.43736378350268,2.995044084466118,Good
61,71,42.85776193697963,8,0,13.78177866384585,3.736886343012161,Average
87,94,62.435,8,14,5.904890272633222,1.3755,Good
83,77,62.435,1,13,16.522472138697943,2.772325363645572,Average
100,100,66.04520000000001,6,0,3.7514393109268127,4.0,Excellent
46,77,37.70113849613359,11,17,19.199955482461156,3.379850042869815,Average
55,78,2.265,2,8,16.039129354519893,2.4936362204138547,Average
99,67,59.60665118696629,2,0,6.526760717880015,4.0,Average
47,100,40.51722606396442,4,0,9.596590312498096,2.5886565964183363,Good
46,100,28.886538042498977,6,5,11.678359670559264,3.839284738369341,Excellent
68,100,37.62646546903869,1,6,11.074232410716895,2.454377587280097,Poor
100,43,42.2,10,16,19.9,1.85,Good
79,57,27.8,6,18,11.8,3.54,Good
67,67,29.142600856346444,3,6,12.474507694843687,4.0,Good
58,69,62.36178809108636,7,17,7.573138187267094,3.1912255927884345,Average
81,72,66.04520000000001,2,0,21.647524296928403,3.3331889293767065,Average
95,71,-1.3451999999999995,3,5,5.492115410569706,3.161782186747016,Poor
61,63,29.532898874987804,4,17,20.395593549823435,4.0,Good
61,66,26.041473627879967,3,7,5.405658857656243,2.2958747579106653,Average
100,58,54.220784061275594,7,14,8.686106449851007,2.0269380449437597,Average
52,84,61.664379248247094,6,4,12.194205331878536,3.015216593026723,Poor
65,74,35.22082035690956,7,3,12.420086990098303,2.514290696412947,Good
77,77,41.890191544025264,8,0,12.509913894387669,3.5467507242009795,Excellent
42,78,46.11346309073723,3,0,6.786398883619554,2.727116997976303,Average
69,58,49.063533829047586,1,17,3.6642275430927658,3.0798416640781863,Average
60,90,66.04520000000001,9,0,27.6564,2.553084029885097,Good
68,94,27.459307779329343,5,14,10.440173395241269,3.0577608754767978,Good
95,48,38.516699402006736,1,10,0.955,1.8273625978246677,Poor
78,74,25.658336569605297,3,25,3.0330362580513355,1.7030153414357,Excellent
74,93,13.822241802307492,4,7,6.211205076306335,4.0,Good
91,100,58.5,5,10,9.9,3.71,Excellent
80,51,34.173848101021434,1,3,17.360403589331334,2.9152444384758174,Average
65,81,25.83952877486872,9,22,10.958998547724278,2.9290767992046116,Average
68,63,41.52498314520853,3,11,4.12700834120189,2.33791693263323,Good
100,63,44.654855958226904,3,8,15.430039306905217,4.0,Average
87,92,56.56120131718544,6,6,4.869789124184784,1.8259946251678865,Excellent
69,53,38.180927359019655,5,16,9.697466241265868,2.55250463923652,Average
68,63,25.843149539898754,4,18,0.9838922506619836,3.0276722538724843,Good
52,94,54.16048898462243,7,11,18.80453278299094,4.0,Good
72,49,59.02893643472103,8,1,4.035744223551166,2.0988737061665805,Average
45,81,48.692436751798205,3,6,7.46923906170453,2.382552036928097,Good
66,71,3.599525426523833,5,0,17.26877360591908,3.4788811363950094,Excellent
42,33,24.438287894632808,3,0,13.529006738148825,3.1966540694460126,Good
82,67,23.679610279361732,2,16,10.891626689576569,2.5868082561810195,Good
81,79,49.147078996526986,6,13,1.437736581062179,2.231191216169053,Average
69,65,25.32488368871184,3,6,11.85670656350448,4.0,Good
85,43,29.755416997880765,3,9,12.23341008317475,2.286580331416842,Average
58,52,21.737022128987913,7,9,6.776088619750774,2.3171702087664925,Excellent
81,36,9.48412463173689,6,19,0.955,3.3805405962834163,Good
86,76,29.26180035964815,10,10,7.812396499997493,2.266470779337597,Poor
82,66,60.57917172140529,3,21,21.481116742156544,1.9707806604304532,Good
71,35,34.14781507196823,1,15,23.268639370529115,1.8631091193407343,Average
81,73,34.574222195302966,8,9,11.54151092507729,3.9934808514278,Good
68,43,27.59812459132145,2,18,17.082557504015266,3.3155422582564804,Poor
71,96,8.158589143291469,5,6,15.490499066330733,4.0,Good
62,81,8.542237206967593,6,12,18.06979753329994,4.0,Good
68,32,35.310125974751834,3,9,12.439336000843248,2.9371338565288263,Excellent
42,79,61.10430486345567,7,0,15.032030602198134,4.0,Average
76,90,62.435,4,15,12.18991002110472,2.6895342550497285,Poor
69,64,36.318221682802395,10,18,9.74888813395727,3.493444767272757,Average
93,47,36.33751568296719,0,13,1.9042744509813403,1.8124399315689903,Poor
90,90,46.762712222378816,5,10,26.662000557977805,2.6858625049254643,Excellent
61,82,40.18890731455141,11,9,19.36294070358788,3.1577825780407514,Good
93,92,41.80741302840852,7,18,23.722860799585487,3.9840332950962702,Good
52,100,14.639273533740589,1,0,27.6564,4.0,Excellent
80,82,38.05131171810461,3,15,23.21480583248992,2.4011108855965086,Average
89,98,10.861225800077897,1,21,13.678210629465532,3.823026794899796,Average
60,100,17.38977270513597,1,16,22.09899079004014,2.822998208391649,Average
87,63,56.201279742796935,5,12,3.174223850824635,2.424288500702594,Average
49,58,40.033317837969705,1,18,0.955,1.5244918623672843,Average
96,100,-1.3451999999999995,6,2,23.21829579494013,2.4849005117179166,Average
85,84,52.06946565139968,9,7,13.286102674273472,1.5012039611132766,Good
67,76,32.019914960517305,1,12,12.311336896476172,2.386940867511683,Good
58,74,40.7218875791832,5,21,22.835610288848137,1.8195705479688276,Excellent
57,84,63.3797798282438,2,0,13.722197972770012,2.4693662699774457,Good
66,100,61.14819761224247,5,10,13.748459493823688,3.898136840244648,Good
88,44,16.68344614195236,0,18,11.162279921176902,2.5130960265836624,Good
62,47,53.41980308607479,0,10,10.96869536550435,2.2540346648146685,Excellent
81,72,48.57951748061301,2,0,13.0667790456809,3.9809685698324047,Good
60,55,61.86165200360087,10,15,7.187510888293998,3.159673607652769,Good
90,80,52.38316862830207,4,21,26.145,2.12930601408776,Average
100,100,32.62812825885029,2,22,14.75974441921002,3.4899489572129587,Good
88,76,15.630118303062975,7,8,17.221957985636784,2.4123494516967336,Good
67,41,39.53664996644106,3,16,15.41210197122415,3.5481545152665186,Good
80,40,17.637139150824506,1,21,8.530222896835882,3.206932586389041,Good
63,81,41.213544003501454,2,3,25.656046131211088,2.4271051067574354,Average
55,78,35.47103910322839,2,11,11.0325404389597,3.784378893467256,Average
45,44,49.47795475993619,10,16,21.39273728013233,3.0120166412803573,Good
